          atime           conv           prod        pres_tr        pres_df        garbage
  3.6000000E+02  3.7462338E-06 -2.9442386E-19  8.6703155E-17 -6.9024664E-06 -1.8401967E-06
  3.6000000E+02 -5.4644567E-06  3.4805293E-05  2.1517097E-03  2.1588377E-03  6.9422778E-06
  3.6000000E+02 -1.4682144E-04  1.0706794E-03  5.2216384E-03  5.2258495E-03  4.8586093E-06
  3.6000000E+02 -1.0643062E-03  7.0543545E-03  6.9127393E-03  6.9334865E-03  7.2020238E-06
  3.6000000E+02 -3.4957960E-03  2.1339692E-02  6.9708109E-03  6.9946174E-03  6.7576113E-06
  3.6000000E+02 -6.9658787E-03  3.9074193E-02  6.3966256E-03  6.4326201E-03  8.8190172E-06
  3.6000000E+02 -9.9499460E-03  5.2003175E-02  5.8753119E-03  5.8813792E-03 -6.9946627E-06
  3.6000000E+02 -1.1991233E-02  5.7262957E-02  5.7813253E-03  5.8892056E-03  5.4523786E-05
  3.6000000E+02 -1.1991233E-02  5.7262957E-02  5.7813253E-03  5.8892056E-03  5.4523786E-05
  3.6000000E+02 -1.5092955E-02  6.8867428E-02  5.1655567E-03  5.1393633E-03  3.8411212E-06
  3.6000000E+02 -2.1697800E-02  7.0435817E-02  4.1756740E-03  4.0704320E-03  1.8228443E-05
  3.6000000E+02 -2.4743808E-02  4.5428775E-02  2.3958864E-03  2.3051182E-03  2.1686603E-05
  3.6000000E+02 -2.6122860E-02  2.1844805E-02  6.6233262E-04  6.2557140E-04  2.6665970E-05
  3.6000000E+02 -2.6815054E-02  1.0198257E-02  7.0267436E-04  7.3420645E-04  2.1240105E-05
  3.6000000E+02 -2.7680929E-02  5.5162647E-03  1.9107393E-03  1.8837646E-03  2.2488592E-05
  3.6000000E+02 -2.7938673E-02  3.9067178E-03  2.6305323E-03  2.6118790E-03  2.0840525E-05
  3.6000000E+02 -2.7938673E-02  3.9067178E-03  2.6305323E-03  2.6118790E-03  2.0840525E-05
  3.6000000E+02 -2.8698808E-02  2.0814400E-03  4.2145484E-03  4.1937543E-03  1.8865590E-05
  3.6000000E+02 -3.0306971E-02 -3.6811931E-04  7.7633586E-03  7.7620037E-03  2.0919301E-05
  3.6000000E+02 -3.1696694E-02 -1.4910430E-03  1.1368666E-02  1.1517571E-02  3.7935376E-05
  3.6000000E+02 -3.1208517E-02 -8.7060201E-04  1.2408741E-02  1.2549783E-02  5.2835452E-05
