          atime         eps_uu         eps_vv         eps_ww         pm1avg           tavg
  7.8507600E+01 -2.9108922E-02 -1.1441405E-02  0.0000000E+00  4.0068958E-02  0.0000000E+00
  7.8507600E+01 -2.8007735E-02 -1.1449532E-02  0.0000000E+00  3.9062010E-02  0.0000000E+00
  7.8507600E+01 -2.6700769E-02 -1.1405755E-02  0.0000000E+00  3.8093758E-02  0.0000000E+00
  7.8507600E+01 -2.5345667E-02 -1.1325346E-02  0.0000000E+00  3.7177695E-02  0.0000000E+00
  7.8507600E+01 -2.4049404E-02 -1.1222952E-02  0.0000000E+00  3.6322106E-02  0.0000000E+00
  7.8507600E+01 -2.2879284E-02 -1.1111984E-02  0.0000000E+00  3.5532263E-02  0.0000000E+00
  7.8507600E+01 -2.1877344E-02 -1.1004671E-02  0.0000000E+00  3.4808192E-02  0.0000000E+00
  7.8507600E+01 -2.1074597E-02 -1.0912360E-02  0.0000000E+00  3.4146943E-02  0.0000000E+00
  7.8507600E+01 -2.0486845E-02 -1.0844432E-02  0.0000000E+00  3.3543356E-02  0.0000000E+00
  7.8507600E+01 -2.0109029E-02 -1.0805087E-02  0.0000000E+00  3.2989523E-02  0.0000000E+00
  7.8507600E+01 -1.9958132E-02 -1.0795662E-02  0.0000000E+00  3.2477137E-02  0.0000000E+00
  7.8507600E+01 -1.9962794E-02 -1.0808130E-02  0.0000000E+00  3.1997416E-02  0.0000000E+00
  7.8507600E+01 -2.0104081E-02 -1.0838932E-02  0.0000000E+00  3.1542068E-02  0.0000000E+00
  7.8507600E+01 -2.0311025E-02 -1.0883683E-02  0.0000000E+00  3.1102655E-02  0.0000000E+00
  7.8507600E+01 -2.0517395E-02 -1.0935893E-02  0.0000000E+00  3.0672934E-02  0.0000000E+00
  7.8507600E+01 -2.0718735E-02 -1.0992644E-02  0.0000000E+00  3.0246408E-02  0.0000000E+00
  7.8507600E+01 -2.0977670E-02 -1.1060243E-02  0.0000000E+00  2.9816822E-02  0.0000000E+00
  7.8507600E+01 -2.1299939E-02 -1.1147268E-02  0.0000000E+00  2.9381119E-02  0.0000000E+00
  7.8507600E+01 -2.1924448E-02 -1.1264767E-02  0.0000000E+00  2.8937767E-02  0.0000000E+00
  7.8507600E+01 -2.2502772E-02 -1.1399567E-02  0.0000000E+00  2.8487134E-02  0.0000000E+00
  7.8507600E+01 -2.3112241E-02 -1.1543079E-02  0.0000000E+00  2.8033538E-02  0.0000000E+00
  7.8507600E+01 -2.3750158E-02 -1.1689417E-02  0.0000000E+00  2.7580725E-02  0.0000000E+00
  7.8507600E+01 -2.4404131E-02 -1.1841140E-02  0.0000000E+00  2.7133905E-02  0.0000000E+00
  7.8507600E+01 -2.5070969E-02 -1.2004867E-02  0.0000000E+00  2.6701353E-02  0.0000000E+00
  7.8507600E+01 -2.5714846E-02 -1.2180028E-02  0.0000000E+00  2.6290318E-02  0.0000000E+00
  7.8507600E+01 -2.6140455E-02 -1.2341835E-02  0.0000000E+00  2.5907203E-02  0.0000000E+00
  7.8507600E+01 -2.6677416E-02 -1.2492041E-02  0.0000000E+00  2.5558555E-02  0.0000000E+00
  7.8507600E+01 -2.6970710E-02 -1.2608071E-02  0.0000000E+00  2.5251885E-02  0.0000000E+00
  7.8507600E+01 -2.7191321E-02 -1.2683263E-02  0.0000000E+00  2.4992419E-02  0.0000000E+00
  7.8507600E+01 -2.7467194E-02 -1.2710948E-02  0.0000000E+00  2.4786233E-02  0.0000000E+00
  7.8507600E+01 -2.7729668E-02 -1.2693646E-02  0.0000000E+00  2.4638669E-02  0.0000000E+00
  7.8507600E+01 -2.7894696E-02 -1.2646164E-02  0.0000000E+00  2.4554686E-02  0.0000000E+00
  7.8507600E+01 -2.7993551E-02 -1.2581959E-02  0.0000000E+00  2.4535936E-02  0.0000000E+00
  7.8507600E+01 -2.7968143E-02 -1.2490241E-02  0.0000000E+00  2.4582006E-02  0.0000000E+00
  7.8507600E+01 -2.7783876E-02 -1.2384759E-02  0.0000000E+00  2.4690461E-02  0.0000000E+00
  7.8507600E+01 -2.7140076E-02 -1.2244242E-02  0.0000000E+00  2.4857585E-02  0.0000000E+00
  7.8507600E+01 -2.6679796E-02 -1.2055450E-02  0.0000000E+00  2.5076332E-02  0.0000000E+00
  7.8507600E+01 -2.6460687E-02 -1.1820274E-02  0.0000000E+00  2.5333599E-02  0.0000000E+00
  7.8507600E+01 -2.6127866E-02 -1.1534918E-02  0.0000000E+00  2.5618114E-02  0.0000000E+00
  7.8507600E+01 -2.5550769E-02 -1.1208494E-02  0.0000000E+00  2.5917972E-02  0.0000000E+00
  7.8507600E+01 -2.4914029E-02 -1.0860175E-02  0.0000000E+00  2.6217469E-02  0.0000000E+00
  7.8507600E+01 -2.4305594E-02 -1.0488085E-02  0.0000000E+00  2.6507018E-02  0.0000000E+00
  7.8507600E+01 -2.3467697E-02 -1.0102887E-02  0.0000000E+00  2.6774874E-02  0.0000000E+00
  7.8507600E+01 -2.2406442E-02 -9.6788062E-03  0.0000000E+00  2.7010378E-02  0.0000000E+00
  7.8507600E+01 -2.1137910E-02 -9.2071496E-03  0.0000000E+00  2.7202253E-02  0.0000000E+00
  7.8507600E+01 -2.0008872E-02 -8.7421603E-03  0.0000000E+00  2.7344730E-02  0.0000000E+00
  7.8507600E+01 -1.8999321E-02 -8.3048164E-03  0.0000000E+00  2.7436116E-02  0.0000000E+00
  7.8507600E+01 -1.8004293E-02 -7.9108269E-03  0.0000000E+00  2.7473400E-02  0.0000000E+00
  7.8507600E+01 -1.6956132E-02 -7.5583719E-03  0.0000000E+00  2.7451676E-02  0.0000000E+00
  7.8507600E+01 -1.5831542E-02 -7.2281340E-03  0.0000000E+00  2.7364179E-02  0.0000000E+00
  7.8507600E+01 -1.4491841E-02 -6.9003567E-03  0.0000000E+00  2.7208295E-02  0.0000000E+00
  7.8507600E+01 -1.3344578E-02 -6.6088325E-03  0.0000000E+00  2.6985437E-02  0.0000000E+00
  7.8507600E+01 -1.2273578E-02 -6.3150396E-03  0.0000000E+00  2.6699419E-02  0.0000000E+00
  7.8507600E+01 -1.1349761E-02 -6.0467178E-03  0.0000000E+00  2.6355424E-02  0.0000000E+00
  7.8507600E+01 -1.0542187E-02 -5.8049376E-03  0.0000000E+00  2.5962072E-02  0.0000000E+00
  7.8507600E+01 -9.8359551E-03 -5.5917057E-03  0.0000000E+00  2.5530297E-02  0.0000000E+00
  7.8507600E+01 -9.2387081E-03 -5.4081648E-03  0.0000000E+00  2.5065797E-02  0.0000000E+00
  7.8507600E+01 -8.7401176E-03 -5.2479088E-03  0.0000000E+00  2.4572863E-02  0.0000000E+00
  7.8507600E+01 -8.2459494E-03 -5.0978940E-03  0.0000000E+00  2.4056791E-02  0.0000000E+00
  7.8507600E+01 -7.8713267E-03 -4.9721776E-03  0.0000000E+00  2.3519740E-02  0.0000000E+00
  7.8507600E+01 -7.4401428E-03 -4.8461723E-03  0.0000000E+00  2.2965453E-02  0.0000000E+00
  7.8507600E+01 -7.0110317E-03 -4.7262165E-03  0.0000000E+00  2.2401940E-02  0.0000000E+00
  7.8507600E+01 -6.6772685E-03 -4.6089988E-03  0.0000000E+00  2.1836149E-02  0.0000000E+00
  7.8507600E+01 -6.4521724E-03 -4.4964301E-03  0.0000000E+00  2.1275657E-02  0.0000000E+00
  7.8507600E+01 -6.2934759E-03 -4.3948175E-03  0.0000000E+00  2.0727111E-02  0.0000000E+00
  7.8507600E+01 -6.1589980E-03 -4.3043344E-03  0.0000000E+00  2.0192731E-02  0.0000000E+00
  7.8507600E+01 -6.0137298E-03 -4.2150020E-03  0.0000000E+00  1.9673491E-02  0.0000000E+00
  7.8507600E+01 -5.8750134E-03 -4.1322907E-03  0.0000000E+00  1.9170114E-02  0.0000000E+00
  7.8507600E+01 -5.7569908E-03 -4.0479227E-03  0.0000000E+00  1.8678534E-02  0.0000000E+00
  7.8507600E+01 -5.6175616E-03 -3.9648259E-03  0.0000000E+00  1.8196094E-02  0.0000000E+00
  7.8507600E+01 -5.4679441E-03 -3.8860283E-03  0.0000000E+00  1.7722941E-02  0.0000000E+00
  7.8507600E+01 -5.3073931E-03 -3.8083017E-03  0.0000000E+00  1.7256713E-02  0.0000000E+00
  7.8507600E+01 -5.1462165E-03 -3.7287452E-03  0.0000000E+00  1.6798886E-02  0.0000000E+00
  7.8507600E+01 -5.0097477E-03 -3.6459897E-03  0.0000000E+00  1.6348536E-02  0.0000000E+00
  7.8507600E+01 -4.9064213E-03 -3.5598958E-03  0.0000000E+00  1.5905508E-02  0.0000000E+00
  7.8507600E+01 -4.7901062E-03 -3.4728472E-03  0.0000000E+00  1.5469726E-02  0.0000000E+00
  7.8507600E+01 -4.6859721E-03 -3.3840868E-03  0.0000000E+00  1.5041925E-02  0.0000000E+00
  7.8507600E+01 -4.5431893E-03 -3.2897199E-03  0.0000000E+00  1.4621454E-02  0.0000000E+00
  7.8507600E+01 -4.4041302E-03 -3.1953531E-03  0.0000000E+00  1.4210983E-02  0.0000000E+00
  7.8507600E+01 -4.2873671E-03 -3.1014093E-03  0.0000000E+00  1.3809456E-02  0.0000000E+00
  7.8507600E+01 -4.1893582E-03 -3.0078889E-03  0.0000000E+00  1.3414665E-02  0.0000000E+00
  7.8507600E+01 -4.0897602E-03 -2.9167500E-03  0.0000000E+00  1.3027983E-02  0.0000000E+00
  7.8507600E+01 -3.9627149E-03 -2.8291772E-03  0.0000000E+00  1.2648812E-02  0.0000000E+00
  7.8507600E+01 -3.8039151E-03 -2.7425653E-03  0.0000000E+00  1.2277440E-02  0.0000000E+00
  7.8507600E+01 -3.7063292E-03 -2.6639889E-03  0.0000000E+00  1.1913860E-02  0.0000000E+00
  7.8507600E+01 -3.6028095E-03 -2.5868309E-03  0.0000000E+00  1.1560212E-02  0.0000000E+00
  7.8507600E+01 -3.5104188E-03 -2.5175109E-03  0.0000000E+00  1.1217420E-02  0.0000000E+00
  7.8507600E+01 -3.4209378E-03 -2.4551907E-03  0.0000000E+00  1.0886510E-02  0.0000000E+00
  7.8507600E+01 -3.3229838E-03 -2.3964501E-03  0.0000000E+00  1.0565698E-02  0.0000000E+00
  7.8507600E+01 -3.2231357E-03 -2.3386262E-03  0.0000000E+00  1.0255184E-02  0.0000000E+00
  7.8507600E+01 -3.1433745E-03 -2.2794391E-03  0.0000000E+00  9.9527241E-03  0.0000000E+00
  7.8507600E+01 -3.0824037E-03 -2.2174227E-03  0.0000000E+00  9.6590530E-03  0.0000000E+00
  7.8507600E+01 -3.0332041E-03 -2.1573030E-03  0.0000000E+00  9.3757406E-03  0.0000000E+00
  7.8507600E+01 -2.9601111E-03 -2.0955679E-03  0.0000000E+00  9.1039669E-03  0.0000000E+00
  7.8507600E+01 -2.8615375E-03 -2.0356536E-03  0.0000000E+00  8.8451368E-03  0.0000000E+00
  7.8507600E+01 -2.7666483E-03 -1.9780351E-03  0.0000000E+00  8.5979090E-03  0.0000000E+00
  7.8507600E+01 -2.6811609E-03 -1.9225760E-03  0.0000000E+00  8.3619948E-03  0.0000000E+00
  7.8507600E+01 -2.5969080E-03 -1.8694488E-03  0.0000000E+00  8.1357417E-03  0.0000000E+00
  7.8507600E+01 -2.5122163E-03 -1.8184121E-03  0.0000000E+00  7.9182520E-03  0.0000000E+00
  7.8507600E+01 -2.4328509E-03 -1.7675158E-03  0.0000000E+00  7.7092871E-03  0.0000000E+00
  7.8507600E+01 -2.3525973E-03 -1.7159020E-03  0.0000000E+00  7.5077284E-03  0.0000000E+00
  7.8507600E+01 -2.2817391E-03 -1.6646761E-03  0.0000000E+00  7.3141664E-03  0.0000000E+00
  7.8507600E+01 -2.2022696E-03 -1.6134298E-03  0.0000000E+00  7.1277550E-03  0.0000000E+00
  7.8507600E+01 -2.1242856E-03 -1.5648428E-03  0.0000000E+00  6.9491738E-03  0.0000000E+00
  7.8507600E+01 -2.0521490E-03 -1.5185965E-03  0.0000000E+00  6.7768584E-03  0.0000000E+00
