          atime         tdf_uu         tdf_vv         tdf_ww         pm1avg           tavg
  3.6000000E+02 -3.2589982E-05  4.2853157E-07  9.9019181E-07 -8.3118523E-02  0.0000000E+00
  3.6000000E+02  1.2045872E-02  4.1197045E-05  5.1380938E-04 -8.2652975E-02  0.0000000E+00
  3.6000000E+02  1.4090616E-02  1.2688929E-03 -2.4098467E-03 -8.1781062E-02  0.0000000E+00
  3.6000000E+02 -2.1023267E-02  4.2985875E-03 -1.3580004E-02 -8.0447091E-02  0.0000000E+00
  3.6000000E+02 -2.8547815E-02  6.1714895E-03 -2.3002822E-02 -7.8888703E-02  0.0000000E+00
  3.6000000E+02 -1.5242617E-02  4.3979890E-03 -2.3003649E-02 -7.7329230E-02  0.0000000E+00
  3.6000000E+02 -3.2703920E-03 -1.1646147E-03 -1.6449839E-02 -7.5877365E-02  0.0000000E+00
  3.6000000E+02  2.3443177E-03 -8.9865946E-03 -9.0939125E-03 -7.4548342E-02  0.0000000E+00
  3.6000000E+02  3.5376626E-03 -1.6731861E-02 -2.7742384E-03 -7.3306869E-02  0.0000000E+00
  3.6000000E+02  2.9152100E-03 -2.3285415E-02  9.2757113E-04 -7.2103258E-02  0.0000000E+00
  3.6000000E+02  7.5958412E-04 -2.7969861E-02  2.9403554E-03 -7.0894573E-02  0.0000000E+00
  3.6000000E+02 -1.7023023E-03 -3.0579565E-02  3.5439380E-03 -6.9643517E-02  0.0000000E+00
  3.6000000E+02 -4.6842065E-03 -3.0952258E-02  3.3419654E-03 -6.8332038E-02  0.0000000E+00
  3.6000000E+02 -8.0234127E-03 -2.9249365E-02  2.7738813E-03 -6.6954060E-02  0.0000000E+00
  3.6000000E+02 -1.1006502E-02 -2.5933794E-02  1.9507169E-03 -6.5511220E-02  0.0000000E+00
  3.6000000E+02 -1.3104997E-02 -2.1625399E-02  7.5595120E-04 -6.4010743E-02  0.0000000E+00
  3.6000000E+02 -1.4645095E-02 -1.6990616E-02 -9.0857947E-04 -6.2463781E-02  0.0000000E+00
  3.6000000E+02 -1.6435694E-02 -1.2822795E-02 -2.8517423E-03 -6.0882595E-02  0.0000000E+00
  3.6000000E+02 -1.7999819E-02 -9.8216264E-03 -4.5557996E-03 -5.9277999E-02  0.0000000E+00
  3.6000000E+02 -1.9194222E-02 -6.9833136E-03 -6.0411442E-03 -5.7664825E-02  0.0000000E+00
  3.6000000E+02 -1.8541464E-02 -5.0293343E-03 -6.9251794E-03 -5.6049671E-02  0.0000000E+00
  3.6000000E+02 -1.6911427E-02 -3.0296245E-03 -7.1858162E-03 -5.4444259E-02  0.0000000E+00
  3.6000000E+02 -1.5167058E-02 -7.6293759E-04 -6.8726766E-03 -5.2855621E-02  0.0000000E+00
  3.6000000E+02 -1.3687814E-02  1.6636757E-03 -6.1311692E-03 -5.1289256E-02  0.0000000E+00
  3.6000000E+02 -1.2332483E-02  4.0457872E-03 -5.1718477E-03 -4.9750505E-02  0.0000000E+00
  3.6000000E+02 -1.0679781E-02  6.1977814E-03 -4.2088493E-03 -4.8244651E-02  0.0000000E+00
  3.6000000E+02 -8.3850903E-03  7.9891877E-03 -3.3912079E-03 -4.6776311E-02  0.0000000E+00
  3.6000000E+02 -5.4917272E-03  9.3360255E-03 -2.7508391E-03 -4.5348667E-02  0.0000000E+00
  3.6000000E+02 -2.5351215E-03  1.0182034E-02 -2.1909928E-03 -4.3963056E-02  0.0000000E+00
  3.6000000E+02 -2.7827991E-04  1.0504656E-02 -1.5389689E-03 -4.2619493E-02  0.0000000E+00
  3.6000000E+02  1.0830788E-03  1.0380652E-02 -6.8689293E-04 -4.1318649E-02  0.0000000E+00
  3.6000000E+02  3.0859172E-03  1.0116631E-02  8.8186679E-05 -4.0064815E-02  0.0000000E+00
  3.6000000E+02  3.9897711E-03  9.3825037E-03  2.5450618E-04 -3.8850910E-02  0.0000000E+00
  3.6000000E+02  5.3235166E-03  8.3972175E-03  6.0066926E-04 -3.7680383E-02  0.0000000E+00
  3.6000000E+02  6.4196446E-03  7.3657408E-03  8.3852806E-04 -3.6549992E-02  0.0000000E+00
  3.6000000E+02  7.0211070E-03  6.3340779E-03  9.3694921E-04 -3.5458715E-02  0.0000000E+00
  3.6000000E+02  7.1255754E-03  5.2888617E-03  9.7579069E-04 -3.4406764E-02  0.0000000E+00
  3.6000000E+02  6.8629914E-03  4.2175834E-03  1.0501161E-03 -3.3394792E-02  0.0000000E+00
  3.6000000E+02  6.4040191E-03  3.1370161E-03  1.2164408E-03 -3.2423301E-02  0.0000000E+00
  3.6000000E+02  5.8970081E-03  2.0973896E-03  1.4728032E-03 -3.1492220E-02  0.0000000E+00
  3.6000000E+02  5.4310754E-03  1.1698704E-03  1.7644565E-03 -3.0600671E-02  0.0000000E+00
  3.6000000E+02  5.0229167E-03  4.2490673E-04  2.0069741E-03 -2.9746897E-02  0.0000000E+00
  3.6000000E+02  4.6249537E-03 -9.1007577E-05  2.1185630E-03 -2.8928340E-02  0.0000000E+00
  3.6000000E+02  4.1524281E-03 -3.7259270E-04  2.0533791E-03 -2.8141884E-02  0.0000000E+00
  3.6000000E+02  3.5270516E-03 -4.5950930E-04  1.8276396E-03 -2.7384226E-02  0.0000000E+00
  3.6000000E+02  2.7348185E-03 -4.1899578E-04  1.5303246E-03 -2.6652389E-02  0.0000000E+00
  3.6000000E+02  1.8955918E-03 -2.9985951E-04  1.3102640E-03 -2.5944352E-02  0.0000000E+00
  3.6000000E+02  1.3199710E-03 -1.3744388E-04  1.3026637E-03 -2.5259425E-02  0.0000000E+00
  3.6000000E+02  7.1298762E-04 -4.1683140E-04  1.3072590E-03 -2.4593245E-02  0.0000000E+00
  3.6000000E+02  1.5818636E-04 -3.3939850E-04  1.4312962E-03 -2.3946678E-02  0.0000000E+00
  3.6000000E+02 -2.1195971E-04 -1.6832710E-04  1.5347779E-03 -2.3317850E-02  0.0000000E+00
  3.6000000E+02 -4.0882155E-04 -3.0529404E-05  1.5709821E-03 -2.2705306E-02  0.0000000E+00
  3.6000000E+02 -5.0881058E-04  3.5905443E-05  1.5357814E-03 -2.2107789E-02  0.0000000E+00
  3.6000000E+02 -5.9920166E-04  4.4136480E-05  1.4367902E-03 -2.1524132E-02  0.0000000E+00
  3.6000000E+02 -7.4502729E-04  2.9980616E-05  1.2784004E-03 -2.0953234E-02  0.0000000E+00
  3.6000000E+02 -9.7348843E-04  3.1419820E-05  1.0587712E-03 -2.0394109E-02  0.0000000E+00
  3.6000000E+02 -1.2723267E-03  7.5318707E-05  7.7483586E-04 -1.9845963E-02  0.0000000E+00
  3.6000000E+02 -1.5986030E-03  1.7046544E-04  4.3138766E-04 -1.9308289E-02  0.0000000E+00
  3.6000000E+02 -1.8943280E-03  3.0604881E-04  5.0310596E-05 -1.8780950E-02  0.0000000E+00
  3.6000000E+02 -2.1053890E-03  4.5468448E-04 -3.2398355E-04 -1.8264215E-02  0.0000000E+00
  3.6000000E+02 -2.2002187E-03  5.7910320E-04 -6.2684747E-04 -1.7758743E-02  0.0000000E+00
  3.6000000E+02 -2.1846499E-03  6.4161393E-04 -7.8735668E-04 -1.7265468E-02  0.0000000E+00
  3.6000000E+02 -2.1094031E-03  6.1545485E-04 -7.5787054E-04 -1.6785374E-02  0.0000000E+00
  3.6000000E+02 -2.0666501E-03  4.9714501E-04 -5.6313250E-04 -1.6319127E-02  0.0000000E+00
  3.6000000E+02 -2.1720996E-03  3.1894967E-04 -3.7284618E-04 -1.5866544E-02  0.0000000E+00
  3.6000000E+02 -2.5290494E-03  1.6057216E-04 -6.0166379E-04 -1.5425870E-02  0.0000000E+00
  3.6000000E+02 -2.4842332E-03  4.9697198E-05 -6.6904016E-04 -1.4998597E-02  0.0000000E+00
  3.6000000E+02 -2.3714422E-03  1.0248077E-04 -7.3410053E-04 -1.4579918E-02  0.0000000E+00
  3.6000000E+02 -2.2357921E-03  2.2884459E-04 -7.8219175E-04 -1.4170007E-02  0.0000000E+00
  3.6000000E+02 -2.0605007E-03  3.5933968E-04 -7.3745582E-04 -1.3769456E-02  0.0000000E+00
  3.6000000E+02 -1.8601601E-03  4.5823333E-04 -5.9000893E-04 -1.3378474E-02  0.0000000E+00
  3.6000000E+02 -1.6609109E-03  5.1285047E-04 -3.6957700E-04 -1.2997040E-02  0.0000000E+00
  3.6000000E+02 -1.4873380E-03  5.2506903E-04 -1.2421980E-04 -1.2625012E-02  0.0000000E+00
  3.6000000E+02 -1.3550348E-03  5.0474815E-04  9.6101851E-05 -1.2262190E-02  0.0000000E+00
  3.6000000E+02 -1.2677863E-03  4.6486818E-04  2.5136094E-04 -1.1908359E-02  0.0000000E+00
  3.6000000E+02 -1.2183195E-03  4.1816155E-04  3.1894657E-04 -1.1563298E-02  0.0000000E+00
  3.6000000E+02 -1.1915692E-03  3.7501332E-04  2.9703898E-04 -1.1226776E-02  0.0000000E+00
  3.6000000E+02 -1.1694086E-03  3.4241054E-04  2.0412253E-04 -1.0898548E-02  0.0000000E+00
  3.6000000E+02 -1.1357932E-03  3.2371916E-04  7.4882064E-05 -1.0578337E-02  0.0000000E+00
  3.6000000E+02 -1.0812676E-03  3.1906772E-04 -4.7272198E-05 -1.0265836E-02  0.0000000E+00
  3.6000000E+02 -1.0057820E-03  3.2611656E-04 -1.2080584E-04 -9.9607155E-03  0.0000000E+00
  3.6000000E+02 -9.1876981E-04  3.4099156E-04 -1.1954227E-04 -9.6626619E-03  0.0000000E+00
  3.6000000E+02 -8.3543294E-04  3.5916153E-04 -4.8780175E-05 -9.3714400E-03  0.0000000E+00
  3.6000000E+02 -7.6818469E-04  3.7603797E-04  3.6198669E-05 -9.0869978E-03  0.0000000E+00
  3.6000000E+02 -7.1219883E-04  3.8707629E-04  9.4767880E-06 -8.8096154E-03  0.0000000E+00
  3.6000000E+02 -6.3072602E-04  3.9638944E-04 -3.1693753E-04 -8.5399027E-03  0.0000000E+00
  3.6000000E+02 -6.1071624E-04  5.8188196E-04 -1.9446169E-04 -8.2738292E-03  0.0000000E+00
  3.6000000E+02 -5.5682241E-04  6.9352033E-04 -1.9290627E-04 -8.0154843E-03  0.0000000E+00
  3.6000000E+02 -5.3468878E-04  7.6488772E-04 -2.4450968E-04 -7.7634724E-03  0.0000000E+00
  3.6000000E+02 -5.4439496E-04  8.1561075E-04 -3.1558267E-04 -7.5170631E-03  0.0000000E+00
  3.6000000E+02 -5.5713416E-04  8.5568990E-04 -3.9050024E-04 -7.2759461E-03  0.0000000E+00
  3.6000000E+02 -5.4018099E-04  8.8896136E-04 -4.6101381E-04 -7.0400492E-03  0.0000000E+00
  3.6000000E+02 -4.7187965E-04  9.1577512E-04 -5.2002058E-04 -6.8094103E-03  0.0000000E+00
  3.6000000E+02 -3.4838319E-04  9.3497387E-04 -5.5892687E-04 -6.5840951E-03  0.0000000E+00
  3.6000000E+02 -1.8387456E-04  9.4525729E-04 -5.6774227E-04 -6.3641513E-03  0.0000000E+00
