          atime        conv_uu        conv_vv        conv_ww         pm1avg           tavg
  3.6000000E+02  2.3988211E-07  5.1391833E-07  6.7386672E-06 -8.3118523E-02  0.0000000E+00
  3.6000000E+02 -7.9328839E-04  5.8871794E-05 -3.2188321E-03 -8.2652975E-02  0.0000000E+00
  3.6000000E+02 -1.0891645E-03  5.3154616E-04 -2.2376869E-02 -8.1781062E-02  0.0000000E+00
  3.6000000E+02  7.7831089E-03  5.0715416E-04 -4.8552021E-02 -8.0447091E-02  0.0000000E+00
  3.6000000E+02  1.7298664E-02 -1.6006620E-03 -6.4002940E-02 -7.8888703E-02  0.0000000E+00
  3.6000000E+02  2.0408686E-02 -5.6821373E-03 -6.5575950E-02 -7.7329230E-02  0.0000000E+00
  3.6000000E+02  1.6501983E-02 -1.0658199E-02 -5.8634120E-02 -7.5877365E-02  0.0000000E+00
  3.6000000E+02  1.0389390E-02 -1.5463932E-02 -4.8810587E-02 -7.4548342E-02  0.0000000E+00
  3.6000000E+02  3.1391477E-03 -1.9381569E-02 -3.9656040E-02 -7.3306869E-02  0.0000000E+00
  3.6000000E+02 -3.6585137E-03 -2.2123966E-02 -3.2436932E-02 -7.2103258E-02  0.0000000E+00
  3.6000000E+02 -9.5672448E-03 -2.3720056E-02 -2.7269376E-02 -7.0894573E-02  0.0000000E+00
  3.6000000E+02 -1.4680996E-02 -2.4193549E-02 -2.3567570E-02 -6.9643517E-02  0.0000000E+00
  3.6000000E+02 -1.8944243E-02 -2.3689466E-02 -2.0818321E-02 -6.8332038E-02  0.0000000E+00
  3.6000000E+02 -2.2253182E-02 -2.2396451E-02 -1.8730875E-02 -6.6954060E-02  0.0000000E+00
  3.6000000E+02 -2.4588413E-02 -2.0508998E-02 -1.7223958E-02 -6.5511220E-02  0.0000000E+00
  3.6000000E+02 -2.6065204E-02 -1.8221237E-02 -1.6305166E-02 -6.4010743E-02  0.0000000E+00
  3.6000000E+02 -2.6870962E-02 -1.5731557E-02 -1.5933752E-02 -6.2463781E-02  0.0000000E+00
  3.6000000E+02 -2.7059554E-02 -1.3237356E-02 -1.5957837E-02 -6.0882595E-02  0.0000000E+00
  3.6000000E+02 -2.6297239E-02 -1.0919775E-02 -1.6113823E-02 -5.9277999E-02  0.0000000E+00
  3.6000000E+02 -2.5409937E-02 -8.8382605E-03 -1.6232746E-02 -5.7664825E-02  0.0000000E+00
  3.6000000E+02 -2.4249942E-02 -7.0205078E-03 -1.6343061E-02 -5.6049671E-02  0.0000000E+00
  3.6000000E+02 -2.2719003E-02 -5.4298846E-03 -1.5996699E-02 -5.4444259E-02  0.0000000E+00
  3.6000000E+02 -2.0946402E-02 -3.9507057E-03 -1.5010932E-02 -5.2855621E-02  0.0000000E+00
  3.6000000E+02 -1.9044520E-02 -2.5220483E-03 -1.3469278E-02 -5.1289256E-02  0.0000000E+00
  3.6000000E+02 -1.7029204E-02 -1.1752619E-03 -1.1640750E-02 -4.9750505E-02  0.0000000E+00
  3.6000000E+02 -1.4849630E-02 -6.4951450E-06 -9.8543990E-03 -4.8244651E-02  0.0000000E+00
  3.6000000E+02 -1.2472381E-02  8.8444207E-04 -8.3661024E-03 -4.6776311E-02  0.0000000E+00
  3.6000000E+02 -9.9644435E-03  1.4575606E-03 -7.2545336E-03 -4.5348667E-02  0.0000000E+00
  3.6000000E+02 -7.5198304E-03  1.7671997E-03 -6.3832771E-03 -4.3963056E-02  0.0000000E+00
  3.6000000E+02 -5.3745325E-03  1.9362396E-03 -5.4660276E-03 -4.2619493E-02  0.0000000E+00
  3.6000000E+02 -3.5545135E-03  2.0386999E-03 -4.2718245E-03 -4.1318649E-02  0.0000000E+00
  3.6000000E+02 -1.5321979E-03  1.9135729E-03 -3.0245206E-03 -4.0064815E-02  0.0000000E+00
  3.6000000E+02  8.5737980E-05  1.7860558E-03 -2.3120006E-03 -3.8850910E-02  0.0000000E+00
  3.6000000E+02  1.7040515E-03  1.4402630E-03 -1.8462190E-03 -3.7680383E-02  0.0000000E+00
  3.6000000E+02  2.7572943E-03  1.1079970E-03 -1.5870485E-03 -3.6549992E-02  0.0000000E+00
  3.6000000E+02  3.1655309E-03  8.4873858E-04 -1.4586411E-03 -3.5458715E-02  0.0000000E+00
  3.6000000E+02  3.0982075E-03  6.3822753E-04 -1.3758899E-03 -3.4406764E-02  0.0000000E+00
  3.6000000E+02  2.8056436E-03  4.2782672E-04 -1.2654383E-03 -3.3394792E-02  0.0000000E+00
  3.6000000E+02  2.5092745E-03  1.7954089E-04 -1.0807675E-03 -3.2423301E-02  0.0000000E+00
  3.6000000E+02  2.3417724E-03 -1.1843887E-04 -8.1089110E-04 -3.1492220E-02  0.0000000E+00
  3.6000000E+02  2.3281722E-03 -4.5079395E-04 -4.8218881E-04 -3.0600671E-02  0.0000000E+00
  3.6000000E+02  2.3991315E-03 -7.8386904E-04 -1.5290799E-04 -2.9746897E-02  0.0000000E+00
  3.6000000E+02  2.4274504E-03 -1.0793240E-03  1.0013604E-04 -2.8928340E-02  0.0000000E+00
  3.6000000E+02  2.2789801E-03 -1.3077759E-03  2.0313095E-04 -2.8141884E-02  0.0000000E+00
  3.6000000E+02  1.8690472E-03 -1.4575590E-03  1.1557935E-04 -2.7384226E-02  0.0000000E+00
  3.6000000E+02  1.2155204E-03 -1.5337339E-03 -1.3017843E-04 -2.6652389E-02  0.0000000E+00
  3.6000000E+02  4.7964943E-04 -1.5424718E-03 -3.7976094E-04 -2.5944352E-02  0.0000000E+00
  3.6000000E+02 -5.2185683E-05 -1.4583782E-03 -4.0474620E-04 -2.5259425E-02  0.0000000E+00
  3.6000000E+02 -6.0041226E-04 -1.4380809E-03 -7.5137799E-04 -2.4593245E-02  0.0000000E+00
  3.6000000E+02 -8.8988079E-04 -1.4831269E-03 -6.1875828E-04 -2.3946678E-02  0.0000000E+00
  3.6000000E+02 -9.8618678E-04 -1.5006113E-03 -3.9017299E-04 -2.3317850E-02  0.0000000E+00
  3.6000000E+02 -9.9288100E-04 -1.4734898E-03 -2.3816680E-04 -2.2705306E-02  0.0000000E+00
  3.6000000E+02 -1.0060898E-03 -1.4185868E-03 -2.0954576E-04 -2.2107789E-02  0.0000000E+00
  3.6000000E+02 -1.0889143E-03 -1.3591547E-03 -2.8684188E-04 -2.1524132E-02  0.0000000E+00
  3.6000000E+02 -1.2619624E-03 -1.3095489E-03 -4.2965413E-04 -2.0953234E-02  0.0000000E+00
  3.6000000E+02 -1.5063687E-03 -1.2695867E-03 -5.9928037E-04 -2.0394109E-02  0.0000000E+00
