          atime         ptr_uu         ptr_vv         ptr_ww         pm1avg           tavg
  2.0799350E+02  7.6334811E-07  1.3312284E-08  0.0000000E+00 -8.4116403E-02  0.0000000E+00
  2.0799350E+02 -3.9749635E-04 -2.8315988E-04  0.0000000E+00 -8.3523519E-02  0.0000000E+00
  2.0799350E+02 -3.6335910E-03  1.2032531E-03  0.0000000E+00 -8.2266432E-02  0.0000000E+00
  2.0799350E+02 -1.9504837E-03  3.1183623E-03  0.0000000E+00 -8.0429800E-02  0.0000000E+00
  2.0799350E+02  6.7475659E-04  5.2720639E-03  0.0000000E+00 -7.8449917E-02  0.0000000E+00
  2.0799350E+02  2.1124108E-03  9.2676145E-03  0.0000000E+00 -7.6577742E-02  0.0000000E+00
  2.0799350E+02  2.8864716E-03  1.5005989E-02  0.0000000E+00 -7.4857711E-02  0.0000000E+00
  2.0799350E+02  3.4657316E-03  2.0645393E-02  0.0000000E+00 -7.3235418E-02  0.0000000E+00
  2.0799350E+02  3.8578593E-03  2.4721813E-02  0.0000000E+00 -7.1635461E-02  0.0000000E+00
  2.0799350E+02  3.8994025E-03  2.6625290E-02  0.0000000E+00 -6.9996317E-02  0.0000000E+00
  2.0799350E+02  3.5630432E-03  2.7092931E-02  0.0000000E+00 -6.8274457E-02  0.0000000E+00
  2.0799350E+02  2.9350287E-03  2.7026471E-02  0.0000000E+00 -6.6451041E-02  0.0000000E+00
  2.0799350E+02  2.1471036E-03  2.6847791E-02  0.0000000E+00 -6.4535137E-02  0.0000000E+00
  2.0799350E+02  1.3046595E-03  2.6201006E-02  0.0000000E+00 -6.2559026E-02  0.0000000E+00
  2.0799350E+02  4.4250677E-04  2.4259233E-02  0.0000000E+00 -6.0563377E-02  0.0000000E+00
  2.0799350E+02 -4.7960073E-04  2.1065322E-02  0.0000000E+00 -5.8573726E-02  0.0000000E+00
  2.0799350E+02 -1.2942237E-03  1.7122571E-02  0.0000000E+00 -5.6602816E-02  0.0000000E+00
  2.0799350E+02 -2.1576626E-03  1.3387685E-02  0.0000000E+00 -5.4656926E-02  0.0000000E+00
  2.0799350E+02 -3.1389951E-03  1.0378617E-02  0.0000000E+00 -5.2745672E-02  0.0000000E+00
  2.0799350E+02 -4.1652891E-03  8.0398092E-03  0.0000000E+00 -5.0877670E-02  0.0000000E+00
  2.0799350E+02 -5.1346829E-03  6.2355392E-03  0.0000000E+00 -4.9058430E-02  0.0000000E+00
  2.0799350E+02 -5.9663321E-03  4.9315902E-03  0.0000000E+00 -4.7290626E-02  0.0000000E+00
  2.0799350E+02 -6.6106408E-03  4.1681045E-03  0.0000000E+00 -4.5575487E-02  0.0000000E+00
  2.0799350E+02 -7.0431967E-03  3.9265147E-03  0.0000000E+00 -4.3914070E-02  0.0000000E+00
  2.0799350E+02 -7.2658286E-03  3.9934297E-03  0.0000000E+00 -4.2307157E-02  0.0000000E+00
  2.0799350E+02 -7.3382050E-03  3.9243584E-03  0.0000000E+00 -4.0752531E-02  0.0000000E+00
  2.0799350E+02 -7.3477448E-03  3.9716352E-03  0.0000000E+00 -3.9246318E-02  0.0000000E+00
  2.0799350E+02 -7.4758912E-03  3.3073434E-03  0.0000000E+00 -3.7791355E-02  0.0000000E+00
  2.0799350E+02 -7.4068240E-03  2.3032209E-03  0.0000000E+00 -3.6376289E-02  0.0000000E+00
  2.0799350E+02 -7.0726691E-03  1.5625666E-03  0.0000000E+00 -3.5009424E-02  0.0000000E+00
  2.0799350E+02 -6.5942717E-03  1.3047776E-03  0.0000000E+00 -3.3699519E-02  0.0000000E+00
  2.0799350E+02 -6.1265825E-03  1.4813907E-03  0.0000000E+00 -3.2452893E-02  0.0000000E+00
  2.0799350E+02 -5.7740060E-03  1.9005042E-03  0.0000000E+00 -3.1271077E-02  0.0000000E+00
  2.0799350E+02 -5.5609133E-03  2.3437095E-03  0.0000000E+00 -3.0150842E-02  0.0000000E+00
  2.0799350E+02 -5.4427294E-03  2.6593339E-03  0.0000000E+00 -2.9085790E-02  0.0000000E+00
