          atime         eps_uu         eps_vv         eps_ww         pm1avg           tavg
  2.4000000E+02 -6.0417390E-01 -3.8228446E-06 -2.1504816E-01 -1.7086508E-01  0.0000000E+00
  2.4000000E+02 -3.4581373E-01 -1.4094887E-02 -2.2937558E-01 -1.6358890E-01  0.0000000E+00
  2.4000000E+02 -5.5364543E-02 -2.0372625E-02 -9.7589658E-02 -1.4838331E-01  0.0000000E+00
  2.4000000E+02 -4.0462452E-02 -2.2152117E-02 -6.1652105E-02 -1.3362474E-01  0.0000000E+00
  2.4000000E+02 -3.4416417E-02 -2.1224917E-02 -5.7230520E-02 -1.2177357E-01  0.0000000E+00
  2.4000000E+02 -3.2146375E-02 -2.0866721E-02 -5.1862273E-02 -1.1262709E-01  0.0000000E+00
  2.4000000E+02 -3.1282479E-02 -2.0991785E-02 -4.5727363E-02 -1.0538494E-01  0.0000000E+00
  2.4000000E+02 -3.0632593E-02 -2.1181396E-02 -4.0193345E-02 -9.9472600E-02  0.0000000E+00
  2.4000000E+02 -2.9581450E-02 -2.1265925E-02 -3.5517220E-02 -9.4568634E-02  0.0000000E+00
  2.4000000E+02 -2.8419969E-02 -2.1293343E-02 -3.2111331E-02 -9.0444452E-02  0.0000000E+00
  2.4000000E+02 -2.7387433E-02 -2.1199938E-02 -2.9809942E-02 -8.6896027E-02  0.0000000E+00
  2.4000000E+02 -2.6408816E-02 -2.1006857E-02 -2.8194402E-02 -8.3782882E-02  0.0000000E+00
  2.4000000E+02 -2.5465256E-02 -2.0756513E-02 -2.6889655E-02 -8.1009788E-02  0.0000000E+00
  2.4000000E+02 -2.4533023E-02 -2.0436027E-02 -2.5663634E-02 -7.8500011E-02  0.0000000E+00
  2.4000000E+02 -2.3507731E-02 -2.0035223E-02 -2.4574547E-02 -7.6193839E-02  0.0000000E+00
  2.4000000E+02 -2.2738623E-02 -1.9583562E-02 -2.3692254E-02 -7.4044841E-02  0.0000000E+00
  2.4000000E+02 -2.2154537E-02 -1.9116108E-02 -2.2826352E-02 -7.2015353E-02  0.0000000E+00
  2.4000000E+02 -2.1534075E-02 -1.8660024E-02 -2.2131077E-02 -7.0075636E-02  0.0000000E+00
  2.4000000E+02 -2.0956659E-02 -1.8181299E-02 -2.1426125E-02 -6.8204884E-02  0.0000000E+00
  2.4000000E+02 -2.0560047E-02 -1.7675669E-02 -2.0615260E-02 -6.6392192E-02  0.0000000E+00
  2.4000000E+02 -2.0347883E-02 -1.7164766E-02 -1.9820125E-02 -6.4633143E-02  0.0000000E+00
  2.4000000E+02 -2.0119128E-02 -1.6645331E-02 -1.9185980E-02 -6.2924630E-02  0.0000000E+00
  2.4000000E+02 -1.9625016E-02 -1.6085983E-02 -1.8676175E-02 -6.1263934E-02  0.0000000E+00
  2.4000000E+02 -1.9117936E-02 -1.5520170E-02 -1.8197053E-02 -5.9648596E-02  0.0000000E+00
  2.4000000E+02 -1.8603525E-02 -1.4961892E-02 -1.7610799E-02 -5.8074630E-02  0.0000000E+00
  2.4000000E+02 -1.7949447E-02 -1.4489085E-02 -1.7056202E-02 -5.6536074E-02  0.0000000E+00
  2.4000000E+02 -1.7282615E-02 -1.4071457E-02 -1.6570009E-02 -5.5029537E-02  0.0000000E+00
  2.4000000E+02 -1.6743505E-02 -1.3662504E-02 -1.6124552E-02 -5.3552917E-02  0.0000000E+00
  2.4000000E+02 -1.6390650E-02 -1.3248250E-02 -1.5690189E-02 -5.2104477E-02  0.0000000E+00
  2.4000000E+02 -1.6178860E-02 -1.2843067E-02 -1.5249883E-02 -5.0683851E-02  0.0000000E+00
  2.4000000E+02 -1.5991063E-02 -1.2461055E-02 -1.4789228E-02 -4.9293164E-02  0.0000000E+00
  2.4000000E+02 -1.5703632E-02 -1.2091465E-02 -1.4285272E-02 -4.7936507E-02  0.0000000E+00
  2.4000000E+02 -1.5381213E-02 -1.1723784E-02 -1.3778464E-02 -4.6617048E-02  0.0000000E+00
  2.4000000E+02 -1.5156014E-02 -1.1374010E-02 -1.3229149E-02 -4.5340950E-02  0.0000000E+00
  2.4000000E+02 -1.4673090E-02 -1.1033073E-02 -1.2742228E-02 -4.4111345E-02  0.0000000E+00
  2.4000000E+02 -1.4077300E-02 -1.0704595E-02 -1.2370037E-02 -4.2929718E-02  0.0000000E+00
  2.4000000E+02 -1.3543347E-02 -1.0385261E-02 -1.2036504E-02 -4.1794359E-02  0.0000000E+00
  2.4000000E+02 -1.3122924E-02 -1.0077231E-02 -1.1689776E-02 -4.0700429E-02  0.0000000E+00
  2.4000000E+02 -1.2756092E-02 -9.7876208E-03 -1.1341443E-02 -3.9641701E-02  0.0000000E+00
  2.4000000E+02 -1.2364912E-02 -9.5213572E-03 -1.1036069E-02 -3.8612889E-02  0.0000000E+00
  2.4000000E+02 -1.1947368E-02 -9.2737323E-03 -1.0794678E-02 -3.7611466E-02  0.0000000E+00
  2.4000000E+02 -1.1589614E-02 -9.0289550E-03 -1.0575917E-02 -3.6637880E-02  0.0000000E+00
  2.4000000E+02 -1.1314571E-02 -8.7710228E-03 -1.0298538E-02 -3.5693089E-02  0.0000000E+00
  2.4000000E+02 -1.1065796E-02 -8.5173260E-03 -1.0013042E-02 -3.4780705E-02  0.0000000E+00
  2.4000000E+02 -1.0810563E-02 -8.2566959E-03 -9.6673266E-03 -3.3898960E-02  0.0000000E+00
  2.4000000E+02 -1.0458448E-02 -8.0133474E-03 -9.3748888E-03 -3.3050257E-02  0.0000000E+00
