          atime         ptr_uu         ptr_vv         ptr_ww         pm1avg           tavg
  2.4000000E+02  3.9649263E-15  1.0446165E-15  1.1271369E-15  9.7310925E-03  0.0000000E+00
  2.4000000E+02  2.6102068E-01  2.4781596E-02  6.8649482E-02  9.3216239E-03  0.0000000E+00
  2.4000000E+02  3.1425226E-01 -2.2329077E-04  8.3257366E-02  8.9073861E-03  0.0000000E+00
  2.4000000E+02  2.5573043E-01 -1.1281537E-03  7.2122837E-02  7.9548646E-03  0.0000000E+00
  2.4000000E+02  1.9303140E-01  2.0208725E-03  5.8748018E-02  6.5224312E-03  0.0000000E+00
  2.4000000E+02  1.4415234E-01  4.5927482E-03  4.9000109E-02  4.8538713E-03  0.0000000E+00
  2.4000000E+02  1.0779057E-01  6.9411010E-03  4.3083339E-02  3.1280752E-03  0.0000000E+00
  2.4000000E+02  8.0763972E-02  9.7831174E-03  3.9881537E-02  1.4494507E-03  0.0000000E+00
  2.4000000E+02  6.0214630E-02  1.3389254E-02  3.8313731E-02 -1.2526683E-04  0.0000000E+00
  2.4000000E+02  4.4123891E-02  1.7618243E-02  3.7649790E-02 -1.5657737E-03  0.0000000E+00
  2.4000000E+02  3.0973516E-02  2.2083587E-02  3.7435951E-02 -2.8560860E-03  0.0000000E+00
  2.4000000E+02  1.9938648E-02  2.6121997E-02  3.7416014E-02 -3.9902521E-03  0.0000000E+00
  2.4000000E+02  1.0788839E-02  2.9337402E-02  3.7413848E-02 -4.9704063E-03  0.0000000E+00
  2.4000000E+02  3.2158614E-03  3.1492771E-02  3.7316703E-02 -5.8042306E-03  0.0000000E+00
  2.4000000E+02 -3.2598356E-03  3.2632067E-02  3.7090249E-02 -6.5031595E-03  0.0000000E+00
  2.4000000E+02 -9.1780371E-03  3.3038037E-02  3.6759207E-02 -7.0805810E-03  0.0000000E+00
  2.4000000E+02 -1.4859941E-02  3.3102438E-02  3.6357161E-02 -7.5489571E-03  0.0000000E+00
  2.4000000E+02 -2.0321823E-02  3.3005619E-02  3.5925448E-02 -7.9183812E-03  0.0000000E+00
  2.4000000E+02 -2.5307907E-02  3.2790629E-02  3.5491966E-02 -8.1961631E-03  0.0000000E+00
  2.4000000E+02 -2.9677136E-02  3.2496643E-02  3.5023546E-02 -8.3874184E-03  0.0000000E+00
  2.4000000E+02 -3.3298961E-02  3.2036358E-02  3.4487129E-02 -8.4966252E-03  0.0000000E+00
  2.4000000E+02 -3.6067395E-02  3.1295184E-02  3.3858814E-02 -8.5290863E-03  0.0000000E+00
  2.4000000E+02 -3.8153981E-02  3.0338041E-02  3.3067115E-02 -8.4917270E-03  0.0000000E+00
  2.4000000E+02 -3.9468391E-02  2.8979211E-02  3.2156836E-02 -8.3936333E-03  0.0000000E+00
  2.4000000E+02 -4.0203874E-02  2.7437390E-02  3.1065331E-02 -8.2445001E-03  0.0000000E+00
  2.4000000E+02 -4.0392989E-02  2.5716776E-02  2.9851352E-02 -8.0552536E-03  0.0000000E+00
  2.4000000E+02 -4.0017366E-02  2.3855144E-02  2.8578197E-02 -7.8369852E-03  0.0000000E+00
  2.4000000E+02 -3.9196157E-02  2.1986531E-02  2.7269185E-02 -7.5998094E-03  0.0000000E+00
  2.4000000E+02 -3.8040319E-02  2.0205768E-02  2.5951121E-02 -7.3524637E-03  0.0000000E+00
  2.4000000E+02 -3.6608641E-02  1.8540595E-02  2.4658206E-02 -7.1021535E-03  0.0000000E+00
  2.4000000E+02 -3.4946339E-02  1.6995875E-02  2.3412623E-02 -6.8545742E-03  0.0000000E+00
  2.4000000E+02 -3.3187081E-02  1.5634407E-02  2.2198061E-02 -6.6140467E-03  0.0000000E+00
  2.4000000E+02 -3.1447593E-02  1.4452650E-02  2.1025419E-02 -6.3838860E-03  0.0000000E+00
  2.4000000E+02 -2.9592507E-02  1.3309229E-02  1.9941263E-02 -6.1661954E-03  0.0000000E+00
  2.4000000E+02 -2.7832306E-02  1.2372710E-02  1.8888049E-02 -5.9620816E-03  0.0000000E+00
  2.4000000E+02 -2.6081659E-02  1.1542338E-02  1.7915873E-02 -5.7723783E-03  0.0000000E+00
  2.4000000E+02 -2.4357532E-02  1.0810098E-02  1.7024996E-02 -5.5971807E-03  0.0000000E+00
  2.4000000E+02 -2.2698982E-02  1.0186173E-02  1.6202992E-02 -5.4360250E-03  0.0000000E+00
  2.4000000E+02 -2.1130004E-02  9.6647438E-03  1.5442217E-02 -5.2880752E-03  0.0000000E+00
  2.4000000E+02 -1.9654292E-02  9.2206437E-03  1.4742670E-02 -5.1523009E-03  0.0000000E+00
  2.4000000E+02 -1.8270774E-02  8.8273199E-03  1.4105310E-02 -5.0276266E-03  0.0000000E+00
  2.4000000E+02 -1.6998758E-02  8.4866096E-03  1.3520899E-02 -4.9130361E-03  0.0000000E+00
  2.4000000E+02 -1.5901559E-02  8.2608033E-03  1.2959424E-02 -4.8076122E-03  0.0000000E+00
  2.4000000E+02 -1.4888618E-02  7.9911756E-03  1.2469809E-02 -4.7106691E-03  0.0000000E+00
  2.4000000E+02 -1.4004375E-02  7.7818818E-03  1.2004151E-02 -4.6211978E-03  0.0000000E+00
  2.4000000E+02 -1.3242784E-02  7.6333041E-03  1.1561607E-02 -4.5384177E-03  0.0000000E+00
  2.4000000E+02 -1.2574752E-02  7.4999134E-03  1.1154709E-02 -4.4616631E-03  0.0000000E+00
  2.4000000E+02 -1.1996787E-02  7.3750697E-03  1.0780028E-02 -4.3902595E-03  0.0000000E+00
  2.4000000E+02 -1.1509280E-02  7.2623473E-03  1.0430085E-02 -4.3235046E-03  0.0000000E+00
  2.4000000E+02 -1.1106188E-02  7.1611809E-03  1.0099797E-02 -4.2606567E-03  0.0000000E+00
  2.4000000E+02 -1.0773575E-02  7.0636915E-03  9.7883761E-03 -4.2009389E-03  0.0000000E+00
  2.4000000E+02 -1.0494496E-02  6.9595572E-03  9.4976115E-03 -4.1435619E-03  0.0000000E+00
